DriverNumber,Abbreviation,TeamName,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Stint,Compound,TyreLife,FreshTyre,TrackStatus,PitOutTime,PitInTime,IsPersonalBest,LapTimeSeconds
81,PIA,McLaren,2.0,0 days 00:01:33.845000,0 days 00:00:29.690000,0 days 00:00:38.097000,0 days 00:00:26.058000,1.0,MEDIUM,2.0,True,1,,,True,93.845
81,PIA,McLaren,3.0,0 days 00:01:32.499000,0 days 00:00:29.356000,0 days 00:00:37.593000,0 days 00:00:25.550000,1.0,MEDIUM,3.0,True,1,,,True,92.499
81,PIA,McLaren,4.0,0 days 00:01:32.581000,0 days 00:00:29.344000,0 days 00:00:37.635000,0 days 00:00:25.602000,1.0,MEDIUM,4.0,True,1,,,False,92.581
81,PIA,McLaren,5.0,0 days 00:01:33.461000,0 days 00:00:29.602000,0 days 00:00:37.893000,0 days 00:00:25.966000,1.0,MEDIUM,5.0,True,1,,,False,93.461
81,PIA,McLaren,6.0,0 days 00:01:33.008000,0 days 00:00:29.595000,0 days 00:00:37.671000,0 days 00:00:25.742000,1.0,MEDIUM,6.0,True,1,,,False,93.008
81,PIA,McLaren,7.0,0 days 00:01:33.290000,0 days 00:00:29.724000,0 days 00:00:37.765000,0 days 00:00:25.801000,1.0,MEDIUM,7.0,True,1,,,False,93.29
81,PIA,McLaren,8.0,0 days 00:01:33.233000,0 days 00:00:29.640000,0 days 00:00:37.784000,0 days 00:00:25.809000,1.0,MEDIUM,8.0,True,1,,,False,93.233
81,PIA,McLaren,9.0,0 days 00:01:32.790000,0 days 00:00:29.631000,0 days 00:00:37.572000,0 days 00:00:25.587000,1.0,MEDIUM,9.0,True,1,,,False,92.79
81,PIA,McLaren,10.0,0 days 00:01:33.379000,0 days 00:00:29.625000,0 days 00:00:37.789000,0 days 00:00:25.965000,1.0,MEDIUM,10.0,True,1,,,False,93.379
81,PIA,McLaren,11.0,0 days 00:01:32.976000,0 days 00:00:29.632000,0 days 00:00:37.552000,0 days 00:00:25.792000,1.0,MEDIUM,11.0,True,1,,,False,92.976
81,PIA,McLaren,12.0,0 days 00:01:33.464000,0 days 00:00:29.965000,0 days 00:00:37.446000,0 days 00:00:26.053000,1.0,MEDIUM,12.0,True,1,,,False,93.464
81,PIA,McLaren,13.0,0 days 00:01:33.144000,0 days 00:00:29.818000,0 days 00:00:37.330000,0 days 00:00:25.996000,1.0,MEDIUM,13.0,True,1,,,False,93.144
81,PIA,McLaren,14.0,0 days 00:01:33.603000,0 days 00:00:30.266000,0 days 00:00:37.378000,0 days 00:00:25.959000,1.0,MEDIUM,14.0,True,1,,,False,93.603
81,PIA,McLaren,15.0,0 days 00:01:33.267000,0 days 00:00:30.086000,0 days 00:00:37.311000,0 days 00:00:25.870000,1.0,MEDIUM,15.0,True,1,,,False,93.267
81,PIA,McLaren,16.0,0 days 00:01:33.005000,0 days 00:00:29.927000,0 days 00:00:37.276000,0 days 00:00:25.802000,1.0,MEDIUM,16.0,True,1,,,False,93.005
81,PIA,McLaren,17.0,0 days 00:01:32.775000,0 days 00:00:29.857000,0 days 00:00:37.159000,0 days 00:00:25.759000,1.0,MEDIUM,17.0,True,1,,,False,92.775
81,PIA,McLaren,18.0,0 days 00:01:33.019000,0 days 00:00:29.992000,0 days 00:00:37.231000,0 days 00:00:25.796000,1.0,MEDIUM,18.0,True,1,,,False,93.019
81,PIA,McLaren,19.0,0 days 00:01:32.880000,0 days 00:00:30.074000,0 days 00:00:37.180000,0 days 00:00:25.626000,1.0,MEDIUM,19.0,True,1,,,False,92.88
81,PIA,McLaren,20.0,0 days 00:01:32.660000,0 days 00:00:29.790000,0 days 00:00:37.239000,0 days 00:00:25.631000,1.0,MEDIUM,20.0,True,1,,,False,92.66
81,PIA,McLaren,21.0,0 days 00:01:32.749000,0 days 00:00:29.861000,0 days 00:00:37.222000,0 days 00:00:25.666000,1.0,MEDIUM,21.0,True,1,,,False,92.749
81,PIA,McLaren,22.0,0 days 00:01:32.537000,0 days 00:00:29.838000,0 days 00:00:37.067000,0 days 00:00:25.632000,1.0,MEDIUM,22.0,True,1,,,False,92.537
81,PIA,McLaren,23.0,0 days 00:01:32.732000,0 days 00:00:29.864000,0 days 00:00:37.221000,0 days 00:00:25.647000,1.0,MEDIUM,23.0,True,1,,,False,92.732
81,PIA,McLaren,24.0,0 days 00:01:32.676000,0 days 00:00:30.040000,0 days 00:00:37.138000,0 days 00:00:25.498000,1.0,MEDIUM,24.0,True,1,,,False,92.676
81,PIA,McLaren,25.0,0 days 00:01:32.809000,0 days 00:00:30.094000,0 days 00:00:37.157000,0 days 00:00:25.558000,1.0,MEDIUM,25.0,True,1,,,False,92.809
81,PIA,McLaren,26.0,0 days 00:01:33.052000,0 days 00:00:29.914000,0 days 00:00:37.402000,0 days 00:00:25.736000,1.0,MEDIUM,26.0,True,1,,,False,93.052
81,PIA,McLaren,27.0,0 days 00:01:32.844000,0 days 00:00:29.936000,0 days 00:00:37.305000,0 days 00:00:25.603000,1.0,MEDIUM,27.0,True,1,,,False,92.844
81,PIA,McLaren,28.0,0 days 00:01:33.190000,0 days 00:00:30.085000,0 days 00:00:37.378000,0 days 00:00:25.727000,1.0,MEDIUM,28.0,True,1,,,False,93.19
81,PIA,McLaren,29.0,0 days 00:01:32.563000,0 days 00:00:29.939000,0 days 00:00:37.390000,0 days 00:00:25.234000,1.0,MEDIUM,29.0,True,1,,0 days 01:47:04.827000,False,92.563
81,PIA,McLaren,30.0,0 days 00:01:52.490000,0 days 00:00:50.213000,0 days 00:00:36.939000,0 days 00:00:25.338000,2.0,HARD,1.0,True,1,0 days 01:47:33.436000,,False,112.49
81,PIA,McLaren,31.0,0 days 00:01:31.680000,0 days 00:00:29.485000,0 days 00:00:37.273000,0 days 00:00:24.922000,2.0,HARD,2.0,True,1,,,True,91.68
81,PIA,McLaren,32.0,0 days 00:01:39.410000,0 days 00:00:29.584000,0 days 00:00:36.908000,0 days 00:00:32.918000,2.0,HARD,3.0,True,126,,,False,99.41
81,PIA,McLaren,33.0,0 days 00:02:07.856000,0 days 00:00:43.068000,0 days 00:00:49.753000,0 days 00:00:35.035000,2.0,HARD,4.0,True,64,,,False,127.856
81,PIA,McLaren,34.0,0 days 00:02:14.583000,0 days 00:00:46.332000,0 days 00:00:48.464000,0 days 00:00:39.787000,2.0,HARD,5.0,True,4,,,False,134.583
81,PIA,McLaren,35.0,0 days 00:02:28.389000,0 days 00:00:48.523000,0 days 00:01:00.377000,0 days 00:00:39.489000,2.0,HARD,6.0,True,4,,,False,148.389
81,PIA,McLaren,36.0,0 days 00:02:25.400000,0 days 00:00:53.344000,0 days 00:00:55.470000,0 days 00:00:36.586000,2.0,HARD,7.0,True,4,,,False,145.4
81,PIA,McLaren,37.0,0 days 00:02:25.067000,0 days 00:00:51.094000,0 days 00:00:55.673000,0 days 00:00:38.300000,2.0,HARD,8.0,True,4,,,False,145.067
81,PIA,McLaren,38.0,0 days 00:02:19.502000,0 days 00:00:40.865000,0 days 00:00:56.576000,0 days 00:00:42.061000,2.0,HARD,9.0,True,41,,,False,139.502
81,PIA,McLaren,39.0,0 days 00:01:31.646000,0 days 00:00:29.356000,0 days 00:00:36.926000,0 days 00:00:25.364000,2.0,HARD,10.0,True,1,,,True,91.646
81,PIA,McLaren,40.0,0 days 00:01:31.475000,0 days 00:00:29.284000,0 days 00:00:36.811000,0 days 00:00:25.380000,2.0,HARD,11.0,True,1,,,True,91.475
81,PIA,McLaren,41.0,0 days 00:01:30.850000,0 days 00:00:29.043000,0 days 00:00:36.680000,0 days 00:00:25.127000,2.0,HARD,12.0,True,1,,,True,90.85
81,PIA,McLaren,42.0,0 days 00:01:31.178000,0 days 00:00:29.221000,0 days 00:00:36.820000,0 days 00:00:25.137000,2.0,HARD,13.0,True,1,,,False,91.178
81,PIA,McLaren,43.0,0 days 00:01:31.011000,0 days 00:00:29.264000,0 days 00:00:36.603000,0 days 00:00:25.144000,2.0,HARD,14.0,True,1,,,False,91.011
81,PIA,McLaren,44.0,0 days 00:01:31.465000,0 days 00:00:29.294000,0 days 00:00:36.911000,0 days 00:00:25.260000,2.0,HARD,15.0,True,1,,,False,91.465
81,PIA,McLaren,45.0,0 days 00:01:31.406000,0 days 00:00:29.352000,0 days 00:00:36.800000,0 days 00:00:25.254000,2.0,HARD,16.0,True,1,,,False,91.406
81,PIA,McLaren,46.0,0 days 00:01:31.496000,0 days 00:00:29.211000,0 days 00:00:36.867000,0 days 00:00:25.418000,2.0,HARD,17.0,True,1,,,False,91.496
81,PIA,McLaren,47.0,0 days 00:01:31.427000,0 days 00:00:29.187000,0 days 00:00:36.888000,0 days 00:00:25.352000,2.0,HARD,18.0,True,1,,,False,91.427
81,PIA,McLaren,48.0,0 days 00:01:31.159000,0 days 00:00:29.228000,0 days 00:00:36.655000,0 days 00:00:25.276000,2.0,HARD,19.0,True,1,,,False,91.159
81,PIA,McLaren,49.0,0 days 00:01:31.422000,0 days 00:00:29.203000,0 days 00:00:36.860000,0 days 00:00:25.359000,2.0,HARD,20.0,True,1,,,False,91.422
81,PIA,McLaren,50.0,0 days 00:01:31.752000,0 days 00:00:29.431000,0 days 00:00:36.833000,0 days 00:00:25.488000,2.0,HARD,21.0,True,1,,,False,91.752
81,PIA,McLaren,51.0,0 days 00:01:31.305000,0 days 00:00:29.211000,0 days 00:00:36.743000,0 days 00:00:25.351000,2.0,HARD,22.0,True,1,,,False,91.305
81,PIA,McLaren,52.0,0 days 00:01:30.941000,0 days 00:00:29.092000,0 days 00:00:36.590000,0 days 00:00:25.259000,2.0,HARD,23.0,True,1,,,False,90.941
